,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
9061,303.3,311.6,1301,45.1,219,False,True,False
9062,302.6,310.4,1365,66.8,80,False,True,False
9063,300.5,311.8,1368,57.9,191,False,True,False
9064,302.0,311.2,1270,65.3,182,False,True,False
9065,302.1,310.7,1325,45.1,208,False,True,False
9066,301.7,310.2,1311,57.4,40,False,True,False
9067,303.2,311.5,1336,58.2,2,False,False,True
9068,302.5,310.3,1326,58.5,55,False,True,False
9069,298.1,307.7,2567,12.8,125,False,True,False
9070,302.6,311.5,1629,34.4,228,True,False,False
9071,301.8,310.6,2672,11.8,124,False,True,False
9072,300.7,311.7,2097,18.9,232,False,False,True
9073,299.1,309.8,1398,55.4,217,False,True,False
9074,302.5,310.2,1329,50.6,148,False,True,False
9075,303.5,311.9,1344,49.3,93,False,True,False
9076,296.7,307.8,1258,69.0,105,False,False,True
9077,295.7,306.2,2270,14.6,149,False,True,False
9078,300.5,309.9,1397,45.9,210,True,False,False
9079,302.8,312.3,1262,70.5,234,False,False,True
9080,302.2,310.6,1334,53.2,159,False,True,False
9081,302.7,311.6,2709,9.7,2,False,False,True
9082,302.0,309.7,1386,62.7,142,False,False,True
9083,302.6,310.2,1325,62.4,92,False,True,False
9084,301.6,310.1,1326,48.2,77,False,True,False
9085,301.0,310.6,1493,37.8,206,False,True,False
9086,298.0,308.2,1365,52.9,218,False,True,False
9087,299.2,308.5,1378,50.4,220,False,True,False
9088,302.5,310.3,1326,58.5,55,False,True,False
9089,303.7,312.7,1359,56.8,194,False,True,False
9090,302.0,309.8,1280,57.3,147,True,False,False
9091,301.0,310.5,1379,57.3,204,False,True,False
9092,303.5,312.0,1366,54.5,30,False,True,False
9093,301.8,310.1,2372,13.9,205,False,False,True
9094,297.1,308.5,1323,44.4,207,False,True,False
9095,298.0,308.5,1429,37.7,220,False,True,False
9096,303.0,311.2,1374,48.2,65,False,True,False
9097,301.7,310.9,1405,46.4,207,False,True,False
9098,301.1,310.7,2636,12.2,100,False,False,True
9099,297.3,308.3,1459,59.6,207,False,False,True
9100,300.0,311.4,1692,29.0,216,False,False,True
9101,301.3,310.1,1269,56.8,195,False,True,False
9102,301.9,310.6,1331,68.6,85,False,True,False
9103,302.1,310.7,1364,47.8,213,False,False,True
9104,302.6,311.0,1329,48.6,111,False,False,True
9105,303.7,311.9,1332,52.7,66,True,False,False
9106,302.8,312.3,1262,70.5,234,False,False,True
9107,298.0,308.5,1429,37.7,220,False,True,False
9108,299.2,310.7,1737,27.0,225,False,True,False
9109,297.0,307.8,1316,61.2,200,False,True,False
9110,299.7,309.2,1685,28.9,179,False,False,True
9111,296.9,307.8,1549,35.8,206,True,False,False
9112,301.6,310.8,1355,57.8,195,False,True,False
9113,303.5,312.4,1284,70.6,94,False,True,False
9114,297.2,307.9,1326,75.4,172,False,True,False
9115,301.2,311.6,1461,52.9,208,False,True,False
9116,299.2,310.7,1737,27.0,225,False,True,False
9117,301.3,310.1,1269,56.8,195,False,True,False
9118,301.8,309.7,1442,45.3,233,False,True,False
9119,303.9,313.2,1422,48.0,215,False,False,True
9120,298.1,308.2,1420,63.9,19,False,False,True
9121,302.2,310.1,1368,51.6,12,False,False,True
9122,298.1,308.2,1420,63.9,19,False,False,True
9123,302.2,310.6,1346,49.2,134,False,False,True
9124,300.5,309.9,1397,45.9,210,True,False,False
9125,298.3,308.1,1412,52.3,218,False,True,False
9126,300.6,311.9,1372,60.1,212,False,True,False
9127,298.7,309.8,1354,53.3,212,False,True,False
9128,298.4,309.5,2153,15.3,98,False,True,False
9129,302.7,310.4,1305,55.2,20,True,False,False
9130,298.8,309.9,1439,45.2,40,True,False,False
9131,300.3,310.3,1362,60.3,206,False,True,False
9132,301.9,310.4,1376,54.9,126,False,True,False
9133,302.1,310.1,1379,48.2,166,False,False,True
9134,301.5,310.9,2760,8.0,15,False,True,False
9135,298.5,309.5,1385,46.3,203,False,True,False
9136,301.6,310.1,1362,55.8,70,False,True,False
9137,298.1,307.7,2567,12.8,125,False,True,False
9138,298.8,308.9,1455,41.3,208,False,True,False
9139,300.7,311.9,1335,57.1,194,False,True,False
9140,301.7,309.5,1298,65.5,229,False,True,False
9141,300.3,310.3,1362,60.3,206,False,True,False
9142,302.2,310.6,1334,53.2,159,False,True,False
9143,303.4,311.8,1366,50.9,200,False,True,False
9144,297.9,307.4,1604,36.1,225,True,False,False
9145,303.5,311.9,1344,49.3,93,False,True,False
9146,300.4,309.9,2563,12.8,81,True,False,False
9147,302.0,310.5,1263,60.6,90,False,True,False
9148,299.0,309.9,1373,55.7,201,False,True,False
9149,300.3,309.9,1394,46.7,210,True,False,False
9150,302.3,311.4,1333,66.7,205,False,True,False
9151,301.7,309.5,1298,65.5,229,False,True,False
9152,299.5,308.7,2549,13.0,179,False,True,False
9153,302.1,310.7,1359,49.3,41,False,True,False
9154,299.1,310.0,1367,56.3,203,False,True,False
9155,299.0,310.2,1377,62.5,92,False,True,False
9156,302.7,312.4,1477,46.3,251,False,True,False
9157,303.0,311.2,1341,51.0,174,False,True,False
9158,300.6,310.7,1438,48.5,78,False,True,False
9159,295.7,306.2,2270,14.6,149,False,True,False
9160,302.5,310.3,1326,58.5,55,False,True,False
9161,300.6,311.9,1372,60.1,212,False,True,False
9162,302.6,312.3,1454,54.8,253,False,False,True
9163,296.9,307.5,2721,9.3,18,False,True,False
9164,300.7,311.9,1399,50.2,222,False,True,False
9165,302.1,310.7,1359,49.3,41,False,True,False
9166,301.6,310.1,1362,55.8,70,False,True,False
9167,300.8,310.6,1577,37.9,227,False,True,False
9168,300.7,311.9,1335,57.1,194,False,True,False
9169,298.3,308.0,2886,3.8,57,False,True,False
9170,302.0,311.2,1270,65.3,182,False,True,False
9171,298.7,309.8,1354,53.3,212,False,True,False
9172,302.3,310.9,1710,30.4,218,False,False,True
9173,299.2,310.7,1737,27.0,225,False,True,False
9174,303.5,312.4,1284,70.6,94,False,True,False
9175,300.7,311.1,2478,13.4,170,False,True,False
9176,300.7,311.7,2097,18.9,232,False,False,True
9177,297.9,309.8,1336,71.6,31,False,True,False
9178,301.7,310.9,1405,46.4,207,False,True,False
9179,302.0,310.9,1378,53.1,212,False,True,False
9180,300.5,309.8,1663,29.1,145,False,True,False
9181,302.7,310.7,1369,47.5,11,False,True,False
9182,301.8,309.7,1442,45.3,233,False,True,False
9183,298.0,308.2,1365,52.9,218,False,True,False
9184,297.0,308.1,1362,52.5,213,False,True,False
9185,301.7,309.5,1298,65.5,229,False,True,False
9186,297.0,307.8,1316,61.2,200,False,True,False
9187,302.6,312.3,1454,54.8,253,False,False,True
9188,302.7,310.5,1263,67.8,197,False,True,False
9189,301.8,310.6,2672,11.8,124,False,True,False
9190,303.0,311.2,1341,51.0,174,False,True,False
9191,301.7,309.5,1298,65.5,229,False,True,False
9192,301.9,310.4,1370,51.7,153,False,True,False
9193,301.9,309.9,1374,48.5,180,False,True,False
9194,296.9,307.8,1549,35.8,206,True,False,False
9195,299.2,308.5,1378,50.4,220,False,True,False
9196,298.0,308.7,1479,58.5,176,False,False,True
9197,302.4,310.2,1331,45.5,53,False,True,False
9198,299.2,308.5,1378,50.4,220,False,True,False
9199,303.2,311.5,1336,58.2,2,False,False,True
9200,298.4,308.7,1421,60.7,119,False,False,True
9201,302.7,310.5,1263,67.8,197,False,True,False
9202,297.4,308.3,1475,40.5,222,False,True,False
9203,302.4,310.2,1346,62.4,106,False,True,False
9204,300.7,310.9,1356,65.3,66,False,True,False
9205,301.6,310.6,1309,65.8,75,False,False,True
9206,302.7,310.5,1263,67.8,197,False,True,False
9207,302.7,310.5,1263,67.8,197,False,True,False
9208,300.4,310.2,1671,30.5,234,False,False,True
9209,299.0,310.2,1377,62.5,92,False,True,False
9210,302.0,311.2,1270,65.3,182,False,True,False
9211,297.0,307.9,1296,69.1,153,False,True,False
9212,298.6,309.8,2271,16.2,218,False,True,False
9213,302.0,310.4,1212,55.6,79,False,False,True
9214,303.5,311.9,1344,49.3,93,False,True,False
9215,303.5,311.9,1344,49.3,93,False,True,False
9216,302.8,310.9,1312,52.2,40,False,True,False
9217,303.5,312.4,1284,70.6,94,False,True,False
9218,301.1,310.9,1282,67.9,10,False,True,False
9219,299.2,309.1,1345,60.7,191,False,True,False
9220,297.0,307.8,1316,61.2,200,False,True,False
9221,303.4,311.9,1377,41.6,34,False,True,False
9222,303.2,311.4,1349,51.1,9,False,True,False
9223,303.0,311.2,1374,48.2,65,False,True,False
9224,301.0,310.6,1493,37.8,206,False,True,False
9225,301.1,310.4,1312,73.6,49,False,True,False
9226,300.3,311.2,1381,65.2,136,False,False,True
9227,301.1,310.9,1282,67.9,10,False,True,False
9228,302.1,310.0,1355,45.1,6,False,False,True
9229,302.4,310.3,1374,51.2,163,False,True,False
9230,299.3,308.4,1542,37.5,203,False,False,True
9231,302.3,310.9,1710,30.4,218,False,False,True
9232,302.7,310.4,1305,55.2,20,True,False,False
9233,301.3,310.1,1269,56.8,195,False,True,False
9234,303.7,312.7,1359,56.8,194,False,True,False
9235,303.3,311.4,1497,46.0,234,False,True,False
9236,295.8,306.3,1235,76.2,89,False,False,True
9237,301.7,311.0,1441,44.3,208,False,True,False
9238,302.6,310.4,1365,66.8,80,False,True,False
9239,297.4,308.3,1475,40.5,222,False,True,False
9240,300.7,310.2,1364,65.3,208,True,False,False
9241,302.3,310.9,1377,46.8,166,False,True,False
9242,303.2,311.4,1349,51.1,9,False,True,False
9243,302.6,311.0,1369,60.0,93,False,True,False
9244,300.8,309.4,1342,62.4,113,False,False,True
9245,302.5,310.9,1330,56.9,97,False,True,False
9246,302.0,309.8,1280,57.3,147,True,False,False
9247,303.0,311.2,1374,48.2,65,False,True,False
9248,303.4,312.6,2706,9.8,65,False,False,True
9249,298.5,309.7,2617,12.1,102,False,True,False
9250,300.8,309.4,1342,62.4,113,False,False,True
9251,297.4,308.3,1475,40.5,222,False,True,False
9252,303.2,311.4,1324,54.2,228,False,True,False
9253,303.4,311.8,1316,50.9,69,False,False,True
9254,302.4,310.2,1331,45.5,53,False,True,False
9255,302.4,310.5,1372,45.7,144,False,False,True
9256,299.0,310.4,1365,49.1,226,False,True,False
9257,303.3,311.6,1337,56.8,187,False,True,False
9258,299.3,308.9,1258,69.4,119,False,True,False
9259,302.5,310.9,1330,56.9,97,False,True,False
9260,302.6,310.4,1365,66.8,80,False,True,False
9261,301.9,310.4,1376,54.9,126,False,True,False
9262,303.4,311.9,1298,63.9,59,False,True,False
9263,300.7,311.1,2478,13.4,170,False,True,False
9264,302.6,311.0,1329,48.6,111,False,False,True
9265,302.6,310.2,1325,62.4,92,False,True,False
9266,299.3,308.9,1258,69.4,119,False,True,False
9267,298.9,309.0,1410,65.7,191,False,True,False
9268,299.0,310.4,1371,53.8,228,False,True,False
9269,303.6,312.0,1309,52.9,86,False,True,False
9270,296.9,307.8,1549,35.8,206,True,False,False
9271,299.2,310.7,1737,27.0,225,False,True,False
9272,301.0,310.6,1493,37.8,206,False,True,False
9273,301.8,309.7,1442,45.3,233,False,True,False
9274,303.8,313.1,1256,58.7,213,False,True,False
9275,300.4,311.6,1200,76.6,3,False,True,False
9276,298.2,308.4,1310,61.0,189,False,True,False
9277,302.2,310.6,1348,48.4,161,False,True,False
9278,296.7,307.8,1258,69.0,105,False,False,True
9279,301.7,309.5,1298,65.5,229,False,True,False
9280,302.1,310.7,1364,47.8,213,False,False,True
9281,296.9,307.5,2721,9.3,18,False,True,False
9282,301.3,310.1,1269,56.8,195,False,True,False
9283,302.7,310.5,1351,41.8,10,False,True,False
9284,300.4,311.8,1553,33.1,209,False,False,True
9285,298.8,310.1,1243,74.5,194,False,False,True
9286,303.8,313.0,1365,59.9,205,False,True,False
9287,298.9,309.0,1410,65.7,191,False,True,False
9288,300.1,311.3,2579,12.5,64,False,True,False
9289,303.4,311.9,1298,63.9,59,False,True,False
9290,301.7,309.9,1317,49.0,187,False,True,False
9291,297.0,308.1,1362,52.5,213,False,True,False
9292,298.1,308.2,1420,63.9,19,False,False,True
9293,302.0,310.4,1212,55.6,79,False,False,True
9294,298.0,308.7,1268,69.4,189,False,True,False
9295,300.1,311.3,2579,12.5,64,False,True,False
9296,299.0,310.2,1377,62.5,92,False,True,False
9297,297.0,307.9,1296,69.1,153,False,True,False
9298,299.5,309.4,1390,58.8,195,False,True,False
9299,302.2,310.6,1348,48.4,161,False,True,False
9300,301.9,310.6,1331,68.6,85,False,True,False
9301,302.3,310.8,1377,47.3,22,False,True,False
9302,303.4,312.6,2706,9.8,65,False,False,True
9303,302.6,310.4,1365,66.8,80,False,True,False
9304,302.7,310.5,1351,41.8,10,False,True,False
9305,302.6,312.1,1288,68.5,0,False,True,False
9306,301.7,309.9,1317,49.0,187,False,True,False
9307,300.4,309.9,2563,12.8,81,True,False,False
9308,303.2,311.4,1324,54.2,228,False,True,False
9309,298.3,308.0,2886,3.8,57,False,True,False
9310,300.7,310.4,1416,61.8,209,False,True,False
9311,302.3,310.1,1353,50.9,36,False,True,False
9312,298.2,308.4,1310,61.0,189,False,True,False
9313,301.7,309.9,1317,49.0,187,False,True,False
9314,303.0,311.3,1365,56.2,146,False,True,False
9315,300.5,309.8,1324,72.8,159,True,False,False
9316,302.2,310.6,1334,53.2,159,False,True,False
9317,299.2,309.1,1345,60.7,191,False,True,False
9318,299.8,309.3,1299,65.1,212,False,True,False
9319,302.3,310.9,1377,46.8,166,False,True,False
9320,301.9,310.6,1331,68.6,85,False,True,False
9321,300.3,310.3,1362,60.3,206,False,True,False
9322,303.4,311.8,1316,50.9,69,False,False,True
9323,295.8,306.3,1235,76.2,89,False,False,True
9324,298.1,308.2,1420,63.9,19,False,False,True
9325,302.7,312.2,1450,52.1,213,False,True,False
9326,302.6,312.3,1454,54.8,253,False,False,True
9327,302.0,310.5,1370,44.4,85,False,True,False
9328,303.1,312.4,1404,61.5,127,False,True,False
9329,301.6,310.1,1326,48.2,77,False,True,False
9330,300.4,309.9,2563,12.8,81,True,False,False
9331,302.4,310.3,1375,52.5,161,False,False,True
9332,300.8,310.1,1405,61.2,189,False,True,False
9333,301.0,311.1,1236,64.4,177,False,True,False
9334,300.4,309.9,2563,12.8,81,True,False,False
9335,301.9,310.9,1419,47.7,20,False,False,True
9336,302.0,310.5,1370,44.4,85,False,True,False
9337,303.7,312.0,2663,11.4,71,False,False,True
9338,298.8,308.9,1455,41.3,208,False,True,False
9339,297.4,308.7,2874,4.2,118,False,True,False
9340,297.2,308.1,1340,61.3,207,False,False,True
9341,302.0,310.9,1378,53.1,212,False,True,False
9342,303.1,312.4,1404,61.5,127,False,True,False
9343,299.3,308.6,1384,53.6,218,False,True,False
9344,302.2,310.6,1346,47.5,109,False,True,False
9345,301.9,310.4,1373,48.0,73,False,False,True
9346,299.4,308.7,1446,62.9,134,False,True,False
9347,302.3,310.9,1377,46.8,166,False,True,False
9348,302.3,310.9,1710,30.4,218,False,False,True
9349,300.5,311.8,1368,57.9,191,False,True,False
9350,302.7,311.6,2709,9.7,2,False,False,True
9351,302.0,310.4,1212,55.6,79,False,False,True
9352,302.0,310.5,1263,60.6,90,False,True,False
9353,303.7,311.9,1332,52.7,66,True,False,False
9354,301.9,310.5,1340,55.7,204,False,True,False
9355,299.0,310.4,1365,49.1,226,False,True,False
9356,298.9,308.2,1372,63.6,30,False,False,True
9357,301.5,310.4,2639,12.0,21,False,False,True
9358,300.8,309.4,1342,62.4,113,False,False,True
9359,301.7,311.0,1441,44.3,208,False,True,False
9360,304.0,313.2,1271,68.6,161,True,False,False
9361,300.5,311.1,1296,61.3,202,False,False,True
9362,301.0,310.5,1379,57.3,204,False,True,False
9363,302.3,311.8,1363,54.0,119,False,False,True
9364,302.0,310.5,1370,44.4,85,False,True,False
9365,298.0,308.7,1479,58.5,176,False,False,True
9366,303.0,311.3,1365,56.2,146,False,True,False
9367,300.7,311.8,1336,58.4,189,False,True,False
9368,302.5,310.2,1329,50.6,148,False,True,False
9369,300.5,309.8,1379,54.2,207,False,True,False
9370,302.7,310.7,1369,47.5,11,False,True,False
9371,302.6,312.3,1454,54.8,253,False,False,True
9372,299.0,310.2,1377,62.5,92,False,True,False
9373,302.1,310.1,1379,48.2,166,False,False,True
9374,302.0,309.8,1280,57.3,147,True,False,False
9375,301.9,310.4,1373,48.0,73,False,False,True
9376,299.0,310.4,1371,53.8,228,False,True,False
9377,302.1,310.7,1325,45.1,208,False,True,False
9378,300.8,310.6,1577,37.9,227,False,True,False
9379,300.1,311.3,2579,12.5,64,False,True,False
9380,296.3,307.2,1319,68.3,24,False,False,True
9381,296.9,307.8,1549,35.8,206,True,False,False
9382,301.0,310.6,1493,37.8,206,False,True,False
9383,300.1,311.3,2579,12.5,64,False,True,False
9384,302.6,312.1,1288,68.5,0,False,True,False
9385,303.4,311.9,1298,63.9,59,False,True,False
9386,298.7,309.8,1354,53.3,212,False,True,False
9387,300.5,311.8,1524,38.9,214,False,True,False
9388,303.0,311.2,1374,48.2,65,False,True,False
9389,303.5,312.0,1366,54.5,30,False,True,False
9390,302.6,310.4,1365,66.8,80,False,True,False
9391,303.6,311.8,1421,44.8,101,False,False,True
9392,302.6,310.4,1365,66.8,80,False,True,False
9393,301.8,310.6,2672,11.8,124,False,True,False
9394,300.3,309.9,1394,46.7,210,True,False,False
9395,300.7,311.8,1336,58.4,189,False,True,False
9396,297.0,307.9,1296,69.1,153,False,True,False
9397,296.8,308.1,1289,62.0,199,False,True,False
9398,303.2,311.2,1363,46.7,29,False,True,False
9399,304.0,312.9,1363,62.5,200,False,True,False
9400,303.3,311.5,1373,47.3,60,False,False,True
9401,299.6,310.9,1229,65.2,209,False,True,False
9402,300.0,311.4,1692,29.0,216,False,False,True
9403,303.7,312.7,1359,56.8,194,False,True,False
9404,300.8,311.4,1322,67.2,18,False,True,False
9405,302.6,310.2,2676,10.8,84,False,False,True
9406,302.4,310.2,1331,45.5,53,False,True,False
9407,303.5,311.9,1344,49.3,93,False,True,False
9408,301.1,310.7,2636,12.2,100,False,False,True
9409,301.9,310.5,1340,55.7,204,False,True,False
9410,300.3,309.9,1394,46.7,210,True,False,False
9411,302.1,311.2,1454,59.2,153,False,True,False
9412,300.7,310.4,1416,61.8,209,False,True,False
9413,301.4,310.8,1285,62.6,183,False,True,False
9414,302.7,310.5,1446,40.9,211,False,True,False
9415,301.8,310.1,2372,13.9,205,False,False,True
9416,299.8,309.3,1299,65.1,212,False,True,False
9417,302.1,310.7,1364,47.8,213,False,False,True
9418,298.9,309.1,2861,4.6,143,False,True,False
9419,300.7,311.9,1399,50.2,222,False,True,False
9420,297.1,308.5,1323,44.4,207,False,True,False
9421,300.5,309.8,1324,72.8,159,True,False,False
9422,300.6,311.9,1372,60.1,212,False,True,False
9423,301.2,311.6,1461,52.9,208,False,True,False
9424,300.5,309.8,1663,29.1,145,False,True,False
9425,302.0,309.7,1386,62.7,142,False,False,True
9426,301.6,310.1,1326,48.2,77,False,True,False
9427,302.7,312.2,1450,52.1,213,False,True,False
9428,298.6,308.2,1361,68.2,172,False,True,False
9429,299.0,310.2,1377,62.5,92,False,True,False
9430,300.3,309.9,1394,46.7,210,True,False,False
9431,300.7,310.9,1356,65.3,66,False,True,False
9432,303.0,311.2,1361,47.6,106,False,True,False
9433,299.2,310.3,1352,48.9,238,False,True,False
9434,299.1,309.8,1398,55.4,217,False,True,False
9435,301.1,310.7,2636,12.2,100,False,False,True
9436,300.4,310.2,1671,30.5,234,False,False,True
9437,303.6,312.8,2659,11.4,26,False,False,True
9438,302.7,310.5,1263,67.8,197,False,True,False
9439,298.0,308.7,1268,69.4,189,False,True,False
9440,301.5,310.4,2639,12.0,21,False,False,True
9441,302.3,310.1,1353,50.9,36,False,True,False
9442,304.4,313.7,1509,35.0,205,False,True,False
9443,299.1,308.8,1320,67.5,20,False,True,False
9444,303.6,311.8,1421,44.8,101,False,False,True
9445,303.5,312.0,1366,54.5,30,False,True,False
9446,298.9,308.2,1372,63.6,30,False,False,True
9447,301.9,310.4,1373,48.0,73,False,False,True
9448,296.3,307.2,1319,68.3,24,False,False,True
9449,303.5,312.0,1366,54.5,30,False,True,False
9450,296.9,307.8,1400,57.1,202,False,True,False
9451,300.1,311.3,2579,12.5,64,False,True,False
9452,303.8,313.0,1365,59.9,205,False,True,False
9453,296.9,307.8,1400,57.1,202,False,True,False
9454,298.3,308.0,2886,3.8,57,False,True,False
9455,303.4,312.2,1337,69.4,52,False,True,False
9456,298.6,308.2,1361,68.2,172,False,True,False
9457,303.4,312.6,2706,9.8,65,False,False,True
9458,298.5,309.5,1294,66.7,12,False,True,False
9459,303.0,311.2,1341,51.0,174,False,True,False
9460,303.6,312.0,1309,52.9,86,False,True,False
9461,297.4,308.4,1369,50.6,220,False,True,False
9462,297.0,308.1,1362,52.5,213,False,True,False
9463,302.0,309.9,1308,57.6,197,False,True,False
9464,302.6,310.2,1325,62.4,92,False,True,False
9465,300.5,311.8,1368,57.9,191,False,True,False
9466,300.7,310.4,1416,61.8,209,False,True,False
9467,300.5,309.9,1397,45.9,210,True,False,False
9468,299.5,309.4,1390,58.8,195,False,True,False
9469,301.1,310.4,1312,73.6,49,False,True,False
9470,302.1,310.7,1325,45.1,208,False,True,False
